aqi_24h,aqi_72h,aqi_rolling_max_24h_lag48h,aqi,no2_rolling_std_24h_lag48h,co_rolling_std_24h_lag48h,aqi_lag_120h,o3_rolling_std_24h_lag48h,aqi_lag_96h,aqi_rolling_std_48h_lag48h,aqi_lag_144h,aqi_rate_change_72h_lag48h,aqi_lag_72h,so2_rolling_std_24h_lag48h,aqi_lag_48h
102.55946,99.623215,117.03580474853516,112.33689,8.870708500766154,253.20308835931297,140.85867,17.139330412743394,119.94954,13.595126993820116,155.98692,-44.100807,105.86307,1.2245030443449962,96.757866
99.81599,106.427345,110.77742767333984,107.62772,4.616514722407369,142.15469798537868,111.0647,10.587071373262043,114.74791,11.767552072353963,127.28517,-5.0374756,39.912834,1.0717422465228592,106.02722
90.58906,81.9054,110.77742767333984,102.55946,4.58750464537103,140.63226303805013,119.94954,10.228389025553843,105.86307,11.76905213412544,140.85867,-24.847786,96.757866,1.0170699646568937,95.10175
106.15034,87.64485,117.03580474853516,116.04062,8.874705052655266,253.45217172606786,134.04628,16.896728602995758,114.15285,13.716504377708041,155.99553,-38.874428,115.88673,1.2635076837381025,95.17185
101.66688,77.76073,109.19744873046875,101.31805,5.020640567965728,160.48048725711118,109.33082,11.315361734118346,112.61391,12.423434528897214,152.29944,-0.13336945,96.337265,0.9846531414171286,109.19745
101.56428,86.50572,117.03580474853516,117.09736,8.920950871930724,258.7992779178815,146.2142,17.36471958894916,109.48472,8.350565902563437,155.7266,-50.796997,117.661644,1.320870109356104,95.417206
101.24623,87.15415,117.03580474853516,112.43949,6.901248084976463,225.51176443497707,151.46255,16.010678471894032,121.82705,13.579051464510194,156.0536,-55.721138,112.029106,1.2411945278659005,95.74142
88.13555,110.36704,110.77742767333984,103.575165,4.679571854813361,144.63933594339758,109.10511,10.911939685211157,110.73639,11.894485040398768,140.53036,-14.353859,96.565094,1.075575487517664,94.75125
109.88484,93.74356,113.53726959228516,114.050255,5.0074113701539416,163.40549218545,154.1195,11.067731721190603,120.99602,12.340643208804035,156.30963,-56.082314,107.11474,0.9269013148089033,98.03719
89.55508,77.71692,110.77742767333984,103.22634,5.693519671840849,179.9573241699444,111.095474,12.215691402746522,113.53727,9.848075772287723,143.98785,-8.977173,95.846565,0.6590539678286267,102.1183
104.683205,88.380905,117.03580474853516,115.014656,8.92760626320318,255.98499590802902,131.19409,17.515165775882302,109.82328,8.883933608697191,156.02563,-34.961975,102.87751,1.270147800818387,96.23212
93.75233,101.01026,110.77742767333984,109.05381,4.755409059321812,147.99819287339406,119.436554,10.571143022609174,116.851135,12.148816383300074,148.33794,-8.659126,95.11928,1.0068713426820073,110.77743
110.88003,92.50805,117.03580474853516,113.998955,4.72491772367127,165.34222913651504,125.35636,15.242752625187906,123.448074,13.288640086603431,155.0403,-28.414482,109.92588,1.2309250093392612,96.94188
96.97693,98.99231,110.77742767333984,104.09942,5.286085355291768,157.25599741276125,124.29962,11.14448375864288,111.50587,11.215062532445614,141.9667,-26.218613,96.74034,0.9115292325168505,98.08101
88.380905,76.84943,117.693359375,101.71818,6.381756935169921,190.44376336121675,102.87751,14.521152771467571,96.23212,12.062875317881357,109.82328,12.137146,95.40844,0.7500741905498309,115.014656
92.50805,80.81008,117.693359375,103.01089,6.185583890509445,189.29803159606337,109.92588,13.805316294429657,96.94188,8.597664146033003,123.448074,4.0730743,99.1588,0.9387682544880465,113.998955
103.677765,81.37089,117.693359375,85.67329,6.744600416430957,180.42149769752942,108.51005,15.39885165485753,95.17185,8.699556639855244,118.02073,7.561348,104.24204,1.303304744866468,116.071396
98.87963,81.78272,117.693359375,99.81599,6.471270439217304,193.38912314420602,114.74791,14.535663254708526,39.912834,8.117987066717488,111.0647,-3.3446426,106.02722,0.7620861857737772,111.40327
86.89127,80.58226,117.6718978881836,95.25072,5.696063731988609,181.39370480421562,113.48597,13.296385607436322,96.05687,11.147178775734453,118.913315,3.315979,102.40557,0.7161755123960807,116.80195
91.33387,75.9206,117.693359375,87.29435,6.952953706821971,189.93740648773436,112.15222,15.480972263729873,95.23319,8.74347722912413,111.80339,3.4061966,107.125,1.1246237991702082,115.55842
89.23963,81.03791,117.6718978881836,101.66688,5.535568712480543,175.42326646019833,112.61391,13.391142259459865,96.337265,10.845150145392097,109.33082,0.35908508,109.19745,0.6969631431088706,112.97299
93.74356,81.616066,117.693359375,86.44438,6.807699894301918,183.86350289846288,107.11474,15.728885991824892,98.03719,8.541061714435465,120.99602,6.9355164,94.16416,1.3131027098477237,114.050255
107.27889,80.074036,117.6718978881836,88.76645,5.593544663633818,178.3064546855281,111.09548,13.245382195730144,96.530045,10.64288986612109,120.99602,6.576416,86.81593,0.6881635603025608,117.6719
87.15415,78.69832,117.693359375,102.24142,6.5163203948301955,193.2721718876535,112.029106,14.822001445848846,95.74142,8.521689448237218,121.82705,0.41038513,103.63673,0.9857296795703494,112.43949
113.085846,79.60962,117.6718978881836,96.039345,5.735477886561353,184.05185104759315,110.93133,13.425059568687251,95.79399,11.286813887247996,110.40808,0.9849167,108.212524,0.7314493839142919,111.916245
86.50572,79.77611,117.6718978881836,90.02825,5.728614628865319,185.9570482374894,117.661644,14.074329224284543,95.417206,11.650819882568875,109.48472,-0.5642853,96.863014,0.750258761849853,117.09736
113.53727,81.79149,117.693359375,93.02503,6.345306600164343,194.89908567714184,111.85469,15.0803623799408,95.98676,8.759130240066735,122.38107,4.91436,94.33942,0.9564857328103367,116.76905
90.238556,78.155045,117.693359375,91.39521,6.9181540988556725,204.15316027766983,114.59401,15.14876368049619,99.13251,8.512319081990022,122.80172,1.8364792,94.4358,0.9760349176750311,116.43049
112.16248,79.232834,117.693359375,94.49714,6.091658549471173,189.77161085025483,104.77554,14.991690548336335,96.372314,8.77595295410731,121.06784,10.854691,103.22634,1.1249228560129472,115.63023
87.64485,79.329216,117.693359375,89.12572,6.84806164583781,207.92914245234235,115.88673,14.72290184099217,95.17185,8.325661599502741,114.15285,0.15389252,110.048996,0.7581764044150259,116.04062
99.623215,77.72568,117.693359375,90.58906,6.449979731141252,192.63535543969826,105.86307,14.55912105696058,96.757866,8.191676581430018,119.94954,6.4738235,95.10175,0.7520272459274948,112.33689
113.52701,80.79256,117.39488983154297,98.23873,5.668805380365251,181.27053373202668,103.80088,13.21388525406868,95.96924,10.256375478573961,120.34966,13.594009,102.82621,0.6909412757149016,117.39489
110.428604,80.11784,117.6718978881836,93.75233,5.691947459965919,182.23966692525386,116.851135,13.444040304604865,95.11928,11.401420896788881,119.436554,-5.2837143,110.77743,0.7305037874326827,111.56742
112.36767,81.43222,117.693359375,92.46423,6.165244643662486,190.34264605087304,115.732834,14.057202629171094,101.86181,8.700695272102157,122.63756,-1.2209015,95.43473,0.9135414056050597,114.51193
86.09389,81.63376,117.693359375,85.874825,6.690287120647642,178.48235405826932,117.035805,15.440613488403427,95.50483,8.588454936413152,119.74435,-3.8883972,105.032036,1.3015221864795146,113.14741
94.926506,80.38072,117.693359375,89.55508,6.824711168897398,188.78281131078907,113.53727,15.491292086408194,95.846565,8.435461621944711,111.095474,1.405571,102.1183,1.3023905002357445,114.94284
86.84746,81.33584,117.693359375,88.13555,5.719424713741622,185.1242378181853,110.73639,14.10580416887324,96.565094,11.904935334903987,109.10511,6.95697,94.75125,0.7870524018913376,117.69336
113.075584,78.55812,117.693359375,96.97693,6.356625694853487,190.9241719907686,111.50587,14.398423190964516,96.74034,8.55942455613084,124.29962,1.9903641,98.08101,0.9834091765856093,113.49623
105.62709,71.77593,117.693359375,107.27889,8.139465263367798,184.91543219583855,96.530045,17.119092398932374,86.81593,7.848697253327892,111.09548,13.836998,117.6719,1.3457747718472528,110.36704
97.71298,72.82743,116.76905059814453,90.238556,10.115365169060457,203.85965604233746,99.13251,24.66177436570804,94.4358,6.836779676671947,114.59401,2.1855392,116.43049,2.2118986890573464,101.31805
107.39175,75.000534,116.07139587402344,91.33387,9.901249060963023,221.9511471766922,95.23319,25.99135735075269,107.125,5.990638662763507,112.15222,6.7619934,115.55842,2.1537120302263313,101.995186
110.36704,72.21406,116.76905059814453,86.84746,7.750635500751102,207.86151853967638,96.565094,20.74857759749646,94.75125,7.518610365417136,110.73639,7.010071,117.69336,1.925542966259341,103.575165
77.436516,79.328125,116.07139587402344,112.16248,9.967083016294472,223.0420054183894,96.372314,25.054184988008338,103.22634,5.89409491254072,104.77554,13.32785,115.63023,2.198979363780333,109.700165
104.69347,72.11767,116.76905059814453,88.380905,7.6938985147174614,208.68676628340106,96.23212,21.780934628138947,95.40844,7.290051844497791,102.87751,8.451088,115.014656,2.0483098845041097,104.683205
102.34401,70.925964,117.693359375,113.52701,8.182819743471502,185.57041825362688,95.96924,17.633542568260708,102.82621,8.431115031558317,103.80088,7.2160645,117.39489,1.3307926037121538,103.1853
77.71692,73.51091,110.8800277709961,94.926506,10.326986854294724,235.3065063560381,95.846565,27.74126463400233,102.1183,5.6006508469008836,113.53727,7.379776,114.94284,2.377083660179619,103.22634
98.99231,71.81098,116.76905059814453,113.075584,10.129206177907164,207.41612597536485,96.74034,25.49618809903717,98.08101,6.736610304203171,111.50587,7.3590775,113.49623,2.1743111216550592,104.09942
103.60595,72.13519,114.94284057617188,86.09389,10.060777352758967,227.1667632693007,95.50483,26.627172773650347,105.032036,6.078225381156314,117.035805,8.121635,113.14741,2.3167563062641405,103.626465
101.01026,71.91613,117.693359375,110.428604,7.772980575601746,182.23809941245713,95.11928,19.83977021848602,110.77743,7.862979842786351,116.851135,13.934532,111.56742,1.8424196361417386,109.05381
88.56491,73.396996,116.76905059814453,112.36767,10.333369453500273,210.80046582677616,101.86181,25.646329291846484,95.43473,6.256621313535234,115.732834,8.084587,114.51193,2.1756768972637985,109.946396
81.9054,73.15164,116.76905059814453,99.623215,9.070824048111312,213.91787247611626,96.757866,24.30785366989146,95.10175,7.059876323517969,105.86307,5.8015976,112.33689,2.0783776426752483,102.55946
111.36223,71.95118,117.693359375,113.085846,7.916052997579414,187.54996092747143,95.79399,19.354780613079765,108.212524,7.870691944063985,110.93133,14.142151,111.916245,1.7626230200382973,109.93614
96.757866,72.0388,117.693359375,86.89127,8.059682263771121,184.43470390278605,96.05687,19.287355782613325,102.40557,7.866902596832883,113.48597,11.60817,116.80195,1.7448530439317418,107.66504
106.427345,71.802216,116.76905059814453,98.87963,7.65611989143045,201.33238933161863,39.912834,22.63752527625238,106.02722,7.2811360766257,114.74791,67.71489,111.40327,2.083129787079516,107.62772
109.09485,90.559845,116.07139587402344,113.53727,10.018409278785512,214.13651460530858,95.98676,25.342635133071564,94.33942,5.971618395959407,111.85469,5.2492065,116.76905,2.1831016485601693,101.23597
77.76073,71.60068,117.693359375,89.23963,8.087307063928966,186.86124551447347,96.337265,19.15695950801757,109.19745,7.911628681750514,112.61391,4.9807816,112.97299,1.4224398895984396,101.31805
79.749825,87.231926,116.76905059814453,87.64485,9.114934360863963,204.5054519149239,95.17185,25.235575584260058,110.048996,7.06887940647921,115.88673,10.978485,116.04062,2.1551031925490585,106.15034
94.68991,71.81098,116.76905059814453,92.50805,10.330243328860908,213.97958836884513,96.94188,25.497524651161157,99.1588,6.58128225016076,109.92588,13.9381485,113.998955,2.199873664306215,110.88003
91.807045,74.12428,114.94284057617188,103.677765,9.824549801103574,220.8316431997796,95.17185,25.99135735075269,104.24204,6.051767069678268,108.51005,6.515541,116.071396,2.2305222696109475,101.68739
85.0862,72.17024,117.693359375,86.50572,7.6504123142453455,191.94605580608288,95.417206,20.44956283801358,96.863014,7.74662750479561,117.661644,6.147072,117.09736,1.8623813690936013,101.56428
78.43544,71.30276,116.76905059814453,87.15415,10.099393149146705,205.8886926639411,95.74142,25.477819488479522,103.63673,6.884986676677308,112.029106,5.504814,112.43949,2.1691409590035633,101.24623
77.410225,72.01252,114.94284057617188,93.74356,10.064913582881212,232.04386765801166,98.03719,26.630076471432996,94.16416,5.631493077678969,107.11474,11.847649,114.050255,2.307338479655456,109.88484
